,Text,Label
2260,"I can’t believe it’s you, keep growing, keep doing.",1
2262,.. They are so cute . . I feel so sorry to hear that people think all of Thai K-POP fan hate them because It's not,1
2264,you are a foolish ,1
2319,kemon jeno bprgula tr khubi baje,1
2321,Civil war broke out throughout all of Israel,1
2322,"In what started as a surprise attack, Israel in 1967 defeated Egypt",1
2323,Hoping to catch the Israeli army off guard,1
2324,"The fighting went on for two weeks, until the UN adopted a resolution to stop the war",1
2325,Palestinians launched suicide bombs,1
2329,Beat him with a shoe.,1
2330,you are a goat,1
2331,You know whether your father gave birth to you or you turned into a tree or you don't even know that. The hypocrite is crazy.,1
2332,Naughty boy band,1
2333,"Bain Chud, you can't find people to advertise. Salah Zucker",1
2334,We don't actually learn proper education... we keep our own thoughts forward.,1
2335,It is called rice cutting??? haha,1
2336,"Understand boy yes, you don't believe her, you have that right. Safa Kabir doesn't care if you don't believe it.",1
2337,"If Zayed Khan can be a hero, a hundred Zayed Khans in one round will not be equal to one hero Alam. Zayed Khan is my childhood hero",1
2338,People will listen to your songs,1
2339,Your sister is an ox. Where did you study (verified)?? Or not??,1
2340,"Don't worry, you're not my crush, I have a beautiful wife. I just want to know about your strength, how can you? What is the feeling?",1
2341,"Sister, I had a crush on you sitting in the office in the morning, after seeing your status, the crush ran away, now I understand that you are a bull boy.",1
2342,What else will you say? So you want to stay there. What's the point of ruining the image of the country now?,1
2343,"Pari Apu, you are responsible if the helpless boys have no sleep at night after watching this picture.",1
2344,"Look at the face, how innocent!",1
2345,What is the need to break the hearts of single brothers with such cute pictures,1
2346,This apology is another kind of Batpari!!,1
2347,"O Allah, in plain language, did we hear what we heard wrongly, or should I still say that you understood the mistake and asked Allah for forgiveness, Allah can forgive if He wills.",1
2348,"Did he see that he is the child of his parents? If you have not seen it, how can you believe it?",1
2349,"If he does not believe what he does not see, then he is not the child of his parents, that means he is a bastard child.",1
2350,"How is this song bro, the music video has no cool edge",1
2351,Sala was not born,1
2352,Thanks for the misunderstanding.,1
2353,So it is not right to say anything that shows importance...,1
2354,Make-up look at the faces of those who want to get married,1
2355,"I am surprised, Hindus speak in favor of Priya Saha and Muslims are against, telling everyone, bad is always bad, be it Hindu or Muslim... Let's learn Satya Bala.",1
2356,"It's only Bia's fault, there were many millionaires and industrialists in this country, they could have done Bia",1
2357,Kaka Babu seems to have found a more suitable vessel than this dramatist Tahsan. Mithila loves to smell old flowers.,1
2358,What better rock can come from these saaf poets who become celebrities by taking selfies..Damn girl.,1
2359,A stupid girl like you should not be in this Muslim country.,1
2360,A story of some beasts,1
2361,They can't have Seheri party now due to covid19.,1
2362,Bengal goat,1
2363,Satan is back.,1
2364,"Brother, now I feel like a goat when I see this. We Bengalis can think of Abal as a hero.",1
2365,"This woman should be taught arithmetic, also complained to Trump as a percentage?",1
2366,Muslim fundamentalist criminals are getting shelter. Where did Fakinni get this information??,1
2367,Beautiful makeup,1
2368,Atheists are those whose ancestors were monkeys. So the monkey's brain will be more fertile! We are the descendants of Sayyiduna Hazrat Adam Shafiullah (A).,1
2369,Yes bro. Mini mum is putting a kilo of flour on her face. And you said without makeup!!!,1
2370,"Nyakami Karo O, you have earned a lot by being a celebrity!",1
2371,"Being a Muslim, you forgot to respect your religion, didn't you?",1
2372,"That's not Saha in the title!!! The name is dear Bala Biswas, the daughter of Biswas Bari is married to Malay Das, the son of the Das family of the same tribe.",1
2373,Religious beliefs are a purely personal matter. Who believed in the afterlife and who did not,1
2374,He should be allowed to stay with Taslisha. And he should not be shown in the media.,1
2375,Constipation medicine!,1
2376,This song will flop before its release.,1
2377,I think she is the daughter of chicken thief Shahria Kabir!,1
2378,Don't worry about it,1
2379,He is saying that his name is being ruined in mass media.,1
2380,A thief remains a thief if he steals and apologizes,1
2381,It won't take long for Taslima Nasreen to become infamous and infamous.,1
2382,"He has no parents, he was born in the dustbin!! May Allah guide him.",1
2383,Today I found out that the name of this monkey is Zayed Khan,1
2384,Crazy delirium,1
2385,How did you become a mufti? Where do not understand the language of a person's mind? This is the state of Islam today because of the bulls of Shala. May the great Lord guide everyone.,1
2386,The stigma of these countries.,1
2387,"Iqbal H Bablu omits Sefuda, one should think how Allah will take it.",1
2388,"If I had money, I'd be like AJ",1
2389,He was born in ATM.,1
2390,This country did not understand your value. Achoda Bhudai Mullahs will troll,1
2391,"You are afraid like him, that's why you do these things. It doesn't matter how many people are staying with your mother",1
2392,"Continue what you have learned in the classroom of the world, make it up! From zero to hero!",1
2393,I want broker-free BNP,1
2394,"Zaid Khan is a boy. Ever since this Baal came to Bengali cinema, the spirit of Bengali cinema has never faded",1
2395,"Fake news, Safa, what Mithila is doing has reached the extreme hearing",1
2396,"When you push, you will understand the beast.",1
2397,I don't mean in the village but he (Dr. Kamal) is dressed in cloth,1
2398,"Brother, is your face a sign of corona virus, it would have been better if you had given the picture of corona virus instead of Abul Khan's picture.",1
2399,Sheikh Hasina is different from everyone. Midnight Hazrat is the only one to win Nobel Prize. Who has worked as a maid in the house of the prime minister of another country.,1
2400,"Commenting beasts: If you don't like them, why are you following them? Unlike. Why are you riding like this, pig fuckers?",1
2401,He did not come to speak and is coming to show his crooked teeth where Fazil is from,1
2402,So parents believe?,1
2403,He did not come to speak and is coming to show his crooked teeth where Fazil is from,1
2412,Constipation medicine!,1
2414,"I’m not sure about aliens, but people like you do exist.",1
2417,Civil war broke out throughout all of Israel,1
2418,"In what started as a surprise attack, Israel in 1967 defeated Egypt",1
2419,Hoping to catch the Israeli army off guard,1
2420,"The fighting went on for two weeks, until the UN adopted a resolution to stop the war",1
2421,Palestinians launched suicide bombs,1
2425,Beat him with a shoe.,1
2426,you are a goat,1
2427,You know whether your father gave birth to you or you turned into a tree or you don't even know that. The hypocrite is crazy.,1
2428,Naughty boy band,1
2429,"Bain Chud, you can't find people to advertise. Salah Zucker",1
2437,How did you become a mufti? Where do not understand the language of a person's mind? This is the state of Islam today because of the bulls of Shala. May the great Lord guide everyone.,1
2441,Zuckerberg please launch a shoe react. Because I am not getting peace of mind with angry react,1
2443,Shoe on Magi's face,1
2445,Atheist's child needs to be held and beaten with shoes.,1
2447,I want to hang the puppy,1
2449,"Admin brother, you wrote that this girl has a lot of fame, but the truth is that I don't know her",1
2451,Sorry Mark Zuckerberg didn't make any reactions to the shoes,1
2453,Haramzada will throw out the teeth of the shoe. There is a birth problem.,1
2455,Beat the shoes to the beat,1
2457,Take off your shoes,1
2460,Shoes should be beaten,1
2462,"You're so ugly, no one would ever like you.""",1
2464,I hope you get hurt and disappear.,1
2466,"Everyone hates you, and you deserve it.",1
2468,You're worthless and should just die,1
2470,I'm going to make sure everyone knows your dirty secrets.,1
2472,You'll never amount to anything in life.,1
2474,Why don't you do us all a favor and just disappear?,1
2476,"""I can't believe anyone would be friends with you.",1
2478,"You're such a loser, it's embarrassing.",1
2480,"Nobody cares about you or your problems.""",1
2482,"You're a waste of space.""",1
2484,"I wish you were never born.""",1
2486,You should just kill yourself.,1
2488,You should just kill yourself.,1
2490,"You're so fat and ugly.""",1
2492,You're too stupid to understand anything,1
2494,No one wants you here.,1
2496,"You're a burden to everyone around you.""",1
2498,You'll never find love or happiness.,1
2500,You're a waste of space,1
2502,I wish you were never born.,1
2504,You should just kill yourself.,1
2506,You're so fat and ugly.,1
2510,fuck,1
2512,sex,1
2518,fuck u,1
2520,fuck too,1
2533,gun point a shoot kore dibo toke,1
2576,fuck u bitch,1
2614,you kill him,1
2618,she murder this day,1
2622,kmne tikos dekbo,1
2635,Killed hasina,1
2637,Killed trump,1
2644,Aikhne sign kor najlw mere felbo,1
2674,Motherfuck,1
2678,Kill,1
2680,Murger,1
2682,Murger him,1
2714,Killed girls ,1
2760,Kill Poor people,1
2802,He he u are donald Trump ,1
2804,England is a naughty country ,1
2811,Vote dite gele toke rakbo na,1
2834,What a fool,1
2839,bomb mere urai dbo elaka,1
2892,killed boys,1
2894,Fire him,1
2925,Toke mor mere uraia debo,1
